species	protein	reader_type	exon_num	start_aa	end_aa	length_aa	length_nt	total_aa	n_exons
Acropora_millepora	XP_044184150.1	PWWP	37	1282	1326	45	135	1371	39
Acropora_millepora	XP_044184150.1	PWWP	38	1327	1348	22	68	1371	39
Acropora_millepora	XP_044184150.1	PWWP	39	1349	1371	23	67	1371	39
Aedes_aegypti	EAT36110.1	none	1	1	211	211	633	1131	4
Aedes_aegypti	EAT36110.1	none	2	212	1039	828	2484	1131	4
Aedes_aegypti	EAT36110.1	none	3	1040	1091	52	156	1131	4
Aedes_aegypti	EAT36110.1	none	4	1092	1131	40	120	1131	4
Amborella_trichopoda	XP_006841417.1	Tudor	1	1	332	332	997	1363	21
Amborella_trichopoda	XP_006841417.1	Tudor	2	333	364	32	97	1363	21
Amborella_trichopoda	XP_006841417.1	Tudor	3	365	399	35	103	1363	21
Amborella_trichopoda	XP_006841417.1	Tudor	4	400	417	18	54	1363	21
Amborella_trichopoda	XP_006841417.1	Tudor	5	418	442	25	75	1363	21
Amborella_trichopoda	XP_006841417.1	Tudor	6	443	465	23	69	1363	21
Amborella_trichopoda	XP_006841417.1	Tudor	7	466	493	28	84	1363	21
Amborella_trichopoda	XP_006841417.1	Tudor	8	494	559	66	198	1363	21
Amborella_trichopoda	XP_006841417.1	Tudor	9	560	744	185	557	1363	21
Amborella_trichopoda	XP_006841417.1	Tudor	10	745	788	44	130	1363	21
Amborella_trichopoda	XP_006841417.1	Tudor	11	789	818	30	92	1363	21
Amborella_trichopoda	XP_006841417.1	Tudor	12	819	878	60	179	1363	21
Amborella_trichopoda	XP_006841417.1	Tudor	13	879	946	68	203	1363	21
Amborella_trichopoda	XP_006841417.1	Tudor	14	947	980	34	102	1363	21
Amborella_trichopoda	XP_006841417.1	Tudor	15	981	1034	54	163	1363	21
Amborella_trichopoda	XP_006841417.1	Tudor	16	1035	1134	100	299	1363	21
Amborella_trichopoda	XP_006841417.1	Tudor	17	1135	1180	46	138	1363	21
Amborella_trichopoda	XP_006841417.1	Tudor	18	1181	1206	26	80	1363	21
Amborella_trichopoda	XP_006841417.1	Tudor	19	1207	1240	34	100	1363	21
Amborella_trichopoda	XP_006841417.1	Tudor	20	1241	1283	43	130	1363	21
Amborella_trichopoda	XP_006841417.1	Tudor	21	1284	1363	80	239	1363	21
Amphimedon_queenslandica	XP_019855210.1	none	1	1	74	74	222	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	2	75	110	36	109	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	3	111	131	21	62	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	4	132	159	28	84	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	5	160	191	32	98	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	6	192	210	19	55	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	7	211	241	31	93	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	8	242	291	50	152	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	9	292	311	20	59	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	10	312	333	22	66	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	11	334	359	26	77	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	12	360	381	22	66	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	13	382	405	24	72	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	14	406	435	30	91	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	15	436	457	22	65	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	16	458	470	13	40	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	17	471	512	42	125	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	18	513	555	43	129	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	19	556	643	88	266	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	20	644	670	27	81	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	21	671	715	45	134	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	22	716	781	66	197	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	23	782	855	74	224	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	24	856	929	74	220	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	25	930	963	34	102	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	26	964	992	29	88	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	27	993	1022	30	90	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	28	1023	1074	52	155	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	29	1075	1114	40	120	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	30	1115	1136	22	68	1165	31
Amphimedon_queenslandica	XP_019855210.1	none	31	1137	1165	29	85	1165	31
Anolis_carolinensis	XP_008100917.1	PWWP	1	1	48	48	146	1325	10
Anolis_carolinensis	XP_008100917.1	PWWP	2	49	116	68	203	1325	10
Anolis_carolinensis	XP_008100917.1	PWWP	3	117	174	58	173	1325	10
Anolis_carolinensis	XP_008100917.1	PWWP	4	175	1022	848	2545	1325	10
Anolis_carolinensis	XP_008100917.1	PWWP	5	1023	1113	91	272	1325	10
Anolis_carolinensis	XP_008100917.1	PWWP	6	1114	1152	39	118	1325	10
Anolis_carolinensis	XP_008100917.1	PWWP	7	1153	1182	30	90	1325	10
Anolis_carolinensis	XP_008100917.1	PWWP	8	1183	1234	52	155	1325	10
Anolis_carolinensis	XP_008100917.1	PWWP	9	1235	1300	66	200	1325	10
Anolis_carolinensis	XP_008100917.1	PWWP	10	1301	1325	25	73	1325	10
Apis_mellifera	XP_392346.4	none	1	1	45	45	136	1130	21
Apis_mellifera	XP_392346.4	none	2	46	103	58	174	1130	21
Apis_mellifera	XP_392346.4	none	3	104	134	31	92	1130	21
Apis_mellifera	XP_392346.4	none	4	135	157	23	69	1130	21
Apis_mellifera	XP_392346.4	none	5	158	223	66	198	1130	21
Apis_mellifera	XP_392346.4	none	6	224	268	45	135	1130	21
Apis_mellifera	XP_392346.4	none	7	269	313	45	136	1130	21
Apis_mellifera	XP_392346.4	none	8	314	407	94	281	1130	21
Apis_mellifera	XP_392346.4	none	9	408	449	42	126	1130	21
Apis_mellifera	XP_392346.4	none	10	450	476	27	82	1130	21
Apis_mellifera	XP_392346.4	none	11	477	539	63	188	1130	21
Apis_mellifera	XP_392346.4	none	12	540	570	31	95	1130	21
Apis_mellifera	XP_392346.4	none	13	571	622	52	156	1130	21
Apis_mellifera	XP_392346.4	none	14	623	675	53	158	1130	21
Apis_mellifera	XP_392346.4	none	15	676	705	30	89	1130	21
Apis_mellifera	XP_392346.4	none	16	706	802	97	291	1130	21
Apis_mellifera	XP_392346.4	none	17	803	874	72	216	1130	21
Apis_mellifera	XP_392346.4	none	18	875	934	60	180	1130	21
Apis_mellifera	XP_392346.4	none	19	935	993	59	178	1130	21
Apis_mellifera	XP_392346.4	none	20	994	1044	51	152	1130	21
Apis_mellifera	XP_392346.4	none	21	1045	1130	86	258	1130	21
Arabidopsis_thaliana	NP_192116.1	Tudor	1	1	315	315	946	1325	21
Arabidopsis_thaliana	NP_192116.1	Tudor	2	316	348	33	100	1325	21
Arabidopsis_thaliana	NP_192116.1	Tudor	3	349	383	35	103	1325	21
Arabidopsis_thaliana	NP_192116.1	Tudor	4	384	401	18	54	1325	21
Arabidopsis_thaliana	NP_192116.1	Tudor	5	402	426	25	75	1325	21
Arabidopsis_thaliana	NP_192116.1	Tudor	6	427	449	23	69	1325	21
Arabidopsis_thaliana	NP_192116.1	Tudor	7	450	477	28	84	1325	21
Arabidopsis_thaliana	NP_192116.1	Tudor	8	478	542	65	195	1325	21
Arabidopsis_thaliana	NP_192116.1	Tudor	9	543	718	176	530	1325	21
Arabidopsis_thaliana	NP_192116.1	Tudor	10	719	762	44	130	1325	21
Arabidopsis_thaliana	NP_192116.1	Tudor	11	763	792	30	92	1325	21
Arabidopsis_thaliana	NP_192116.1	Tudor	12	793	852	60	179	1325	21
Arabidopsis_thaliana	NP_192116.1	Tudor	13	853	920	68	203	1325	21
Arabidopsis_thaliana	NP_192116.1	Tudor	14	921	954	34	102	1325	21
Arabidopsis_thaliana	NP_192116.1	Tudor	15	955	1008	54	163	1325	21
Arabidopsis_thaliana	NP_192116.1	Tudor	16	1009	1104	96	287	1325	21
Arabidopsis_thaliana	NP_192116.1	Tudor	17	1105	1150	46	138	1325	21
Arabidopsis_thaliana	NP_192116.1	Tudor	18	1151	1176	26	80	1325	21
Arabidopsis_thaliana	NP_192116.1	Tudor	19	1177	1210	34	100	1325	21
Arabidopsis_thaliana	NP_192116.1	Tudor	20	1211	1253	43	130	1325	21
Arabidopsis_thaliana	NP_192116.1	Tudor	21	1254	1325	72	215	1325	21
Asparagus_officinalis	XP_020269981.1	Tudor	1	1	273	273	820	1310	21
Asparagus_officinalis	XP_020269981.1	Tudor	2	274	305	32	97	1310	21
Asparagus_officinalis	XP_020269981.1	Tudor	3	306	340	35	103	1310	21
Asparagus_officinalis	XP_020269981.1	Tudor	4	341	358	18	54	1310	21
Asparagus_officinalis	XP_020269981.1	Tudor	5	359	383	25	75	1310	21
Asparagus_officinalis	XP_020269981.1	Tudor	6	384	406	23	69	1310	21
Asparagus_officinalis	XP_020269981.1	Tudor	7	407	434	28	84	1310	21
Asparagus_officinalis	XP_020269981.1	Tudor	8	435	500	66	198	1310	21
Asparagus_officinalis	XP_020269981.1	Tudor	9	501	683	183	551	1310	21
Asparagus_officinalis	XP_020269981.1	Tudor	10	684	727	44	130	1310	21
Asparagus_officinalis	XP_020269981.1	Tudor	11	728	757	30	92	1310	21
Asparagus_officinalis	XP_020269981.1	Tudor	12	758	817	60	179	1310	21
Asparagus_officinalis	XP_020269981.1	Tudor	13	818	885	68	203	1310	21
Asparagus_officinalis	XP_020269981.1	Tudor	14	886	919	34	102	1310	21
Asparagus_officinalis	XP_020269981.1	Tudor	15	920	973	54	163	1310	21
Asparagus_officinalis	XP_020269981.1	Tudor	16	974	1071	98	293	1310	21
Asparagus_officinalis	XP_020269981.1	Tudor	17	1072	1117	46	138	1310	21
Asparagus_officinalis	XP_020269981.1	Tudor	18	1118	1143	26	80	1310	21
Asparagus_officinalis	XP_020269981.1	Tudor	19	1144	1177	34	100	1310	21
Asparagus_officinalis	XP_020269981.1	Tudor	20	1178	1220	43	130	1310	21
Asparagus_officinalis	XP_020269981.1	Tudor	21	1221	1310	90	269	1310	21
Aspergillus_niger	CAK44621.1	none	1	1	233	233	699	1194	4
Aspergillus_niger	CAK44621.1	none	2	234	1028	795	2387	1194	4
Aspergillus_niger	CAK44621.1	none	3	1029	1083	55	163	1194	4
Aspergillus_niger	CAK44621.1	none	4	1084	1194	111	333	1194	4
Aureococcus_anophagefferens	XP_009034367.1	Tudor	1	1	559	559	1677	1141	3
Aureococcus_anophagefferens	XP_009034367.1	Tudor	2	560	957	398	1194	1141	3
Aureococcus_anophagefferens	XP_009034367.1	Tudor	3	958	1141	184	552	1141	3
Beta_vulgaris_subsp._vulgaris	XP_010679365.1	Tudor	1	1	283	283	850	1302	21
Beta_vulgaris_subsp._vulgaris	XP_010679365.1	Tudor	2	284	313	30	91	1302	21
Beta_vulgaris_subsp._vulgaris	XP_010679365.1	Tudor	3	314	348	35	103	1302	21
Beta_vulgaris_subsp._vulgaris	XP_010679365.1	Tudor	4	349	366	18	54	1302	21
Beta_vulgaris_subsp._vulgaris	XP_010679365.1	Tudor	5	367	391	25	75	1302	21
Beta_vulgaris_subsp._vulgaris	XP_010679365.1	Tudor	6	392	414	23	69	1302	21
Beta_vulgaris_subsp._vulgaris	XP_010679365.1	Tudor	7	415	442	28	84	1302	21
Beta_vulgaris_subsp._vulgaris	XP_010679365.1	Tudor	8	443	507	65	195	1302	21
Beta_vulgaris_subsp._vulgaris	XP_010679365.1	Tudor	9	508	688	181	545	1302	21
Beta_vulgaris_subsp._vulgaris	XP_010679365.1	Tudor	10	689	732	44	130	1302	21
Beta_vulgaris_subsp._vulgaris	XP_010679365.1	Tudor	11	733	761	29	89	1302	21
Beta_vulgaris_subsp._vulgaris	XP_010679365.1	Tudor	12	762	821	60	179	1302	21
Beta_vulgaris_subsp._vulgaris	XP_010679365.1	Tudor	13	822	889	68	203	1302	21
Beta_vulgaris_subsp._vulgaris	XP_010679365.1	Tudor	14	890	923	34	102	1302	21
Beta_vulgaris_subsp._vulgaris	XP_010679365.1	Tudor	15	924	977	54	163	1302	21
Beta_vulgaris_subsp._vulgaris	XP_010679365.1	Tudor	16	978	1074	97	290	1302	21
Beta_vulgaris_subsp._vulgaris	XP_010679365.1	Tudor	17	1075	1120	46	138	1302	21
Beta_vulgaris_subsp._vulgaris	XP_010679365.1	Tudor	18	1121	1146	26	80	1302	21
Beta_vulgaris_subsp._vulgaris	XP_010679365.1	Tudor	19	1147	1180	34	100	1302	21
Beta_vulgaris_subsp._vulgaris	XP_010679365.1	Tudor	20	1181	1223	43	130	1302	21
Beta_vulgaris_subsp._vulgaris	XP_010679365.1	Tudor	21	1224	1302	79	236	1302	21
Bombyx_mandarina	XP_028038931.1	none	1	1	51	51	154	1136	19
Bombyx_mandarina	XP_028038931.1	none	2	52	100	49	147	1136	19
Bombyx_mandarina	XP_028038931.1	none	3	101	151	51	154	1136	19
Bombyx_mandarina	XP_028038931.1	none	4	152	219	68	202	1136	19
Bombyx_mandarina	XP_028038931.1	none	5	220	264	45	135	1136	19
Bombyx_mandarina	XP_028038931.1	none	6	265	309	45	136	1136	19
Bombyx_mandarina	XP_028038931.1	none	7	310	356	47	140	1136	19
Bombyx_mandarina	XP_028038931.1	none	8	357	401	45	135	1136	19
Bombyx_mandarina	XP_028038931.1	none	9	402	464	63	190	1136	19
Bombyx_mandarina	XP_028038931.1	none	10	465	566	102	307	1136	19
Bombyx_mandarina	XP_028038931.1	none	11	567	618	52	156	1136	19
Bombyx_mandarina	XP_028038931.1	none	12	619	700	82	244	1136	19
Bombyx_mandarina	XP_028038931.1	none	13	701	752	52	156	1136	19
Bombyx_mandarina	XP_028038931.1	none	14	753	797	45	135	1136	19
Bombyx_mandarina	XP_028038931.1	none	15	798	871	74	222	1136	19
Bombyx_mandarina	XP_028038931.1	none	16	872	931	60	180	1136	19
Bombyx_mandarina	XP_028038931.1	none	17	932	990	59	178	1136	19
Bombyx_mandarina	XP_028038931.1	none	18	991	1041	51	152	1136	19
Bombyx_mandarina	XP_028038931.1	none	19	1042	1136	95	285	1136	19
Branchiostoma_belcheri	XP_019632875.1	PWWP	1	1	59	59	178	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	2	60	117	58	175	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	3	118	181	64	191	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	4	182	203	22	65	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	5	204	227	24	73	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	6	228	266	39	116	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	7	267	331	65	195	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	8	332	358	27	83	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	9	359	389	31	91	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	10	390	409	20	60	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	11	410	434	25	75	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	12	435	479	45	136	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	13	480	500	21	63	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	14	501	526	26	77	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	15	527	551	25	75	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	16	552	575	24	72	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	17	576	648	73	220	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	18	649	671	23	70	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	19	672	716	45	133	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	20	717	752	36	109	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	21	753	773	21	64	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	22	774	806	33	99	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	23	807	864	58	174	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	24	865	948	84	250	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	25	949	1025	77	233	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	26	1026	1070	45	133	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	27	1071	1103	33	99	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	28	1104	1145	42	126	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	29	1146	1174	29	88	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	30	1175	1204	30	90	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	31	1205	1256	52	155	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	32	1257	1301	45	135	1325	33
Branchiostoma_belcheri	XP_019632875.1	PWWP	33	1302	1325	24	72	1325	33
Caenorhabditis_elegans	NP_491163.1	none	1	1	45	45	136	1187	8
Caenorhabditis_elegans	NP_491163.1	none	2	46	139	94	281	1187	8
Caenorhabditis_elegans	NP_491163.1	none	3	140	394	255	765	1187	8
Caenorhabditis_elegans	NP_491163.1	none	4	395	662	268	806	1187	8
Caenorhabditis_elegans	NP_491163.1	none	5	663	800	138	412	1187	8
Caenorhabditis_elegans	NP_491163.1	none	6	801	984	184	552	1187	8
Caenorhabditis_elegans	NP_491163.1	none	7	985	1095	111	333	1187	8
Caenorhabditis_elegans	NP_491163.1	none	8	1096	1187	92	276	1187	8
Callorhinchus_milii	XP_042189105.1	PWWP	1	1	17	17	53	1024	6
Callorhinchus_milii	XP_042189105.1	PWWP	2	18	85	68	203	1024	6
Callorhinchus_milii	XP_042189105.1	PWWP	3	86	147	62	185	1024	6
Callorhinchus_milii	XP_042189105.1	PWWP	4	148	193	46	138	1024	6
Callorhinchus_milii	XP_042189105.1	PWWP	5	194	1012	819	2457	1024	6
Callorhinchus_milii	XP_042189105.1	PWWP	6	1013	1024	12	36	1024	6
Cannabis_sativa	KAF4383569.1	Tudor	1	1	290	290	871	1285	22
Cannabis_sativa	KAF4383569.1	Tudor	2	291	322	32	97	1285	22
Cannabis_sativa	KAF4383569.1	Tudor	3	323	357	35	103	1285	22
Cannabis_sativa	KAF4383569.1	Tudor	4	358	375	18	54	1285	22
Cannabis_sativa	KAF4383569.1	Tudor	5	376	400	25	75	1285	22
Cannabis_sativa	KAF4383569.1	Tudor	6	401	423	23	69	1285	22
Cannabis_sativa	KAF4383569.1	Tudor	7	424	451	28	84	1285	22
Cannabis_sativa	KAF4383569.1	Tudor	8	452	500	49	147	1285	22
Cannabis_sativa	KAF4383569.1	Tudor	9	501	682	182	548	1285	22
Cannabis_sativa	KAF4383569.1	Tudor	10	683	726	44	130	1285	22
Cannabis_sativa	KAF4383569.1	Tudor	11	727	756	30	92	1285	22
Cannabis_sativa	KAF4383569.1	Tudor	12	757	816	60	179	1285	22
Cannabis_sativa	KAF4383569.1	Tudor	13	817	882	66	197	1285	22
Cannabis_sativa	KAF4383569.1	Tudor	14	883	916	34	102	1285	22
Cannabis_sativa	KAF4383569.1	Tudor	15	917	970	54	163	1285	22
Cannabis_sativa	KAF4383569.1	Tudor	16	971	1061	91	272	1285	22
Cannabis_sativa	KAF4383569.1	Tudor	17	1062	1107	46	138	1285	22
Cannabis_sativa	KAF4383569.1	Tudor	18	1108	1133	26	80	1285	22
Cannabis_sativa	KAF4383569.1	Tudor	19	1134	1167	34	100	1285	22
Cannabis_sativa	KAF4383569.1	Tudor	20	1168	1210	43	130	1285	22
Cannabis_sativa	KAF4383569.1	Tudor	21	1211	1274	64	191	1285	22
Cannabis_sativa	KAF4383569.1	Tudor	22	1275	1285	11	33	1285	22
Capitella_teleta	ELU18588.1	PWWP	1	1	62	62	188	1271	27
Capitella_teleta	ELU18588.1	PWWP	2	63	132	70	210	1271	27
Capitella_teleta	ELU18588.1	PWWP	3	133	174	42	125	1271	27
Capitella_teleta	ELU18588.1	PWWP	4	175	212	38	113	1271	27
Capitella_teleta	ELU18588.1	PWWP	5	213	271	59	177	1271	27
Capitella_teleta	ELU18588.1	PWWP	6	272	326	55	165	1271	27
Capitella_teleta	ELU18588.1	PWWP	7	327	346	20	60	1271	27
Capitella_teleta	ELU18588.1	PWWP	8	347	371	25	75	1271	27
Capitella_teleta	ELU18588.1	PWWP	9	372	417	46	140	1271	27
Capitella_teleta	ELU18588.1	PWWP	10	418	485	68	202	1271	27
Capitella_teleta	ELU18588.1	PWWP	11	486	509	24	72	1271	27
Capitella_teleta	ELU18588.1	PWWP	12	510	579	70	211	1271	27
Capitella_teleta	ELU18588.1	PWWP	13	580	602	23	70	1271	27
Capitella_teleta	ELU18588.1	PWWP	14	603	641	39	115	1271	27
Capitella_teleta	ELU18588.1	PWWP	15	642	676	35	106	1271	27
Capitella_teleta	ELU18588.1	PWWP	16	677	730	54	163	1271	27
Capitella_teleta	ELU18588.1	PWWP	17	731	787	57	171	1271	27
Capitella_teleta	ELU18588.1	PWWP	18	788	816	29	85	1271	27
Capitella_teleta	ELU18588.1	PWWP	19	817	834	18	55	1271	27
Capitella_teleta	ELU18588.1	PWWP	20	835	868	34	101	1271	27
Capitella_teleta	ELU18588.1	PWWP	21	869	944	76	230	1271	27
Capitella_teleta	ELU18588.1	PWWP	22	945	987	43	127	1271	27
Capitella_teleta	ELU18588.1	PWWP	23	988	1021	34	102	1271	27
Capitella_teleta	ELU18588.1	PWWP	24	1022	1057	36	108	1271	27
Capitella_teleta	ELU18588.1	PWWP	25	1058	1117	60	182	1271	27
Capitella_teleta	ELU18588.1	PWWP	26	1118	1219	102	304	1271	27
Capitella_teleta	ELU18588.1	PWWP	27	1220	1271	52	156	1271	27
Centruroides_sculpturatus	XP_023218018.1	PWWP	1	1	51	51	154	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	2	52	109	58	175	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	3	110	171	62	185	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	4	172	187	16	47	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	5	188	250	63	189	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	6	251	294	44	132	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	7	295	322	28	86	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	8	323	352	30	88	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	9	353	385	33	99	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	10	386	447	62	187	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	11	448	494	47	140	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	12	495	518	24	72	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	13	519	542	24	72	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	14	543	611	69	208	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	15	612	634	23	70	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	16	635	675	41	121	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	17	676	710	35	106	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	18	711	764	54	163	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	19	765	822	58	174	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	20	823	851	29	85	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	21	852	869	18	55	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	22	870	903	34	101	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	23	904	978	75	227	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	24	979	1020	42	124	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	25	1021	1053	33	99	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	26	1054	1091	38	114	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	27	1092	1120	29	88	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	28	1121	1150	30	90	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	29	1151	1202	52	155	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	30	1203	1246	44	132	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	31	1247	1268	22	68	1294	32
Centruroides_sculpturatus	XP_023218018.1	PWWP	32	1269	1294	26	76	1294	32
Ceratopteris_richardii	KAH7428807.1	Tudor	1	1	72	72	218	1366	21
Ceratopteris_richardii	KAH7428807.1	Tudor	2	73	115	43	127	1366	21
